Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740577730256,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,81.03621673583984,0,99.92367553710938,75.30840301513672,0,0,0,89851.09893798828,57759.18029785156,457.84423828125,16802746368,2818572288,6971158528,0
198,1740577730259,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,18.628211975097656,1.7283172607421875,2.0205612182617188,2.0245895385742188,1.8389816284179688,1.8364639282226563,1.8369674682617188,1.8334426879882813,2.060302734375,2.0215682983398438,97.58306884765625,55.67085647583008,98.51161193847656,99.60111999511719,2.0577850341796875,2.0562744140625,0,89851.3158569336,57759.255432128906,457.84423828125,16802746368,2818572288,6971002880,0
198,1740577730460,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2.7546615600585938,0,0,0,0,0,0,0,6.054901123046875,33.52473449707031,70.298095703125,71.25829315185547,71.35939025878906,78.42036437988281,0,0,0,89854.10534667969,57760.75537109375,457.88446044921875,16802746368,2818572288,6986870784,0
200,1740577730658,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,4.512939453125,0,0,0,0,0,0,0,14.905410766601563,17.095977783203125,72.56551361083984,55.758392333984375,51.580928802490234,63.831573486328125,0,0,0,89856.21997070313,57761.78405761719,457.88446044921875,16802746368,2818572288,6987280384,0
199,1740577730859,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,10.639289855957031,0.16815185546875,0.19786834716796875,0.08270263671875,0.16466522216796875,0.16187286376953125,0.168701171875,0.2700042724609375,0.2884979248046875,7.125465393066406,49.03325271606445,38.2418098449707,43.942283630371094,45.1485710144043,0.14736175537109375,0.08135986328125,0,89858.26287841797,57762.61169433594,457.88446044921875,16802746368,2818572288,6992486400,0
199,1740577731060,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,5.8950958251953125,0,0,0,0,0,0,0,0,1.9937057495117188,19.14324951171875,11.024215698242188,26.96886444091797,26.875106811523438,0,0,0,89859.71966552734,57762.92346191406,457.88446044921875,16802746368,2818572288,6992678912,0
199,1740577731261,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,7.337898254394531,0.09719085693359375,0.21312713623046875,0.18302154541015625,0.2122802734375,0.19927215576171875,0.18990325927734375,0.17739105224609375,0.2177581787109375,0.133026123046875,26.34290313720703,0.094451904296875,22.98870849609375,29.078903198242188,0.23575592041015625,0.18805694580078125,0,89861.08996582031,57763.173828125,457.88446044921875,16802746368,2818572288,6991470592,0
199,1740577731461,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,8.41754150390625,1.1917343139648438,1.4771270751953125,1.21844482421875,1.4794082641601563,1.363922119140625,1.3909835815429688,6.093757629394531,1.5319900512695313,1.24267578125,5.4789276123046875,1.2006683349609375,26.742660522460938,38.95029067993164,1.4236068725585938,1.2030487060546875,0,89862.37213134766,57763.400451660156,457.88446044921875,16802746368,2818572288,6990974976,0
199,1740577731661,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,7.736152648925781,0,0,0,0,0,0,0,0,0,1.2365951538085938,0,15.923583984375,12.688079833984375,0,0,0,89863.4292602539,57763.535888671875,457.88885498046875,16802746368,2818572288,6992576512,0
203,1740577731861,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,12.484916687011719,0,0,0,0,0,0,0,0,0,0,0,12.467353820800781,17.262557983398438,0,0,0,89864.41485595703,57763.66796875,457.88885498046875,16802746368,2818572288,6990991360,0
