Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740577670282,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,56.5882453918457,44.20083999633789,5.6580963134765625,5.657127380371094,5.611480712890625,5.609535217285156,5.604194641113281,5.60614013671875,5.796974182128906,5.7926025390625,53.20319366455078,88.47743225097656,40.03156280517578,96.08614349365234,5.6634368896484375,5.6610107421875,0,89451.76501464844,57656.36193847656,450.4085693359375,16802746368,2818572288,6987177984,0
176,1740577670305,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,79.7325439453125,38.36642074584961,0.8359527587890625,0.8089141845703125,0.8673934936523438,0.8440704345703125,0.8447418212890625,1.3392868041992188,1.0032806396484375,0.9444656372070313,83.3528823852539,85.5811996459961,71.04678344726563,77.62017822265625,0.8362960815429688,0.8055343627929688,0,89452.29418945313,57656.66778564453,450.443603515625,16802746368,2818572288,6987206656,0
199,1740577670483,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,5.848091125488281,4.2424774169921875,0,0,0,0,0,0,0,0,61.083038330078125,51.39200210571289,61.05434036254883,29.589576721191406,0,0,0,89454.01593017578,57657.340759277344,450.443603515625,16802746368,2818572288,6988926976,0
199,1740577670683,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,5.787712097167969,0.39142608642578125,0,0,0,0,0,0,0,0,31.140777587890625,32.53862762451172,30.767227172851563,5.162750244140625,0,0,0,89455.48425292969,57657.73193359375,450.443603515625,16802746368,2818572288,6989012992,0
213,1740577670883,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,8.409904479980469,2.0691909790039063,2.2135162353515625,2.133087158203125,2.1865310668945313,2.1660995483398438,2.1461944580078125,2.1417160034179688,2.1896591186523438,2.1104888916015625,42.035438537597656,45.53121566772461,30.852401733398438,2.0659637451171875,2.2333221435546875,2.1778564453125,0,89457.03118896484,57658.115783691406,450.443603515625,16802746368,2818572288,6988701696,0
199,1740577671097,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,6.122184753417969,0,0,0,0.0295562744140625,0.00403594970703125,0,0,0,0,49.380645751953125,47.89352798461914,51.28364181518555,18.183082580566406,0,0,0,89458.84838867188,57658.779541015625,450.443603515625,16802746368,2818572288,6987100160,0
199,1740577671298,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,6.7325897216796875,0.08721160888671875,0.3587188720703125,0.14070892333984375,0.31252288818359375,0.27801513671875,0.2453765869140625,0.589996337890625,0.2744598388671875,0.10791778564453125,29.428573608398438,28.292465209960938,31.040985107421875,13.804473876953125,0.3211517333984375,0.13128662109375,0,89460.29681396484,57659.07458496094,450.443603515625,16802746368,2818572288,6988193792,0
199,1740577671499,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,8.867294311523438,1.0299606323242188,1.1173019409179688,1.0788116455078125,1.1782913208007813,1.1269149780273438,1.1399917602539063,1.2361068725585938,1.1534194946289063,1.045318603515625,21.831314086914063,17.49224090576172,13.383132934570313,4.279670715332031,1.133453369140625,1.0694961547851563,0,89461.49963378906,57659.25946044922,450.44805908203125,16802746368,2818572288,6987579392,0
200,1740577671700,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,10.301856994628906,0,0,0,0,0,0,0,0,0,13.626701354980469,21.418502807617188,0,0,0,0,0,89462.52758789063,57659.40222167969,450.44805908203125,16802746368,2818572288,6986657792,0
198,1740577671902,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,7.242362976074219,0,0,0,0,0,0,0,0,0,13.128814697265625,30.703109741210938,0,0,0,0,0,89463.71105957031,57659.58679199219,450.49365234375,16802746368,2818572288,6985924608,0
199,1740577672102,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,11.314727783203125,3.7502517700195313,3.8190536499023438,3.7253570556640625,3.89697265625,3.8221359252929688,3.820404052734375,3.9058914184570313,3.8874664306640625,3.751983642578125,37.24278259277344,28.890480041503906,3.9393310546875,3.7080307006835938,3.8324661254882813,3.7076492309570313,0,89464.7886352539,57659.71075439453,450.53521728515625,16802746368,2818572288,6984818688,0
199,1740577672302,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1.9682159423828125,0,0,0,0,0,0,0,0,0,43.80404281616211,39.61895751953125,31.889747619628906,13.603782653808594,0,0,0,89466.24755859375,57660.154541015625,450.5394287109375,16802746368,2818572288,6989041664,0
199,1740577672502,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,8.278350830078125,2.7835540771484375,0,0,0,0,0,0,2.921356201171875,2.8157882690429688,37.148216247558594,64.29666137695313,0.05816650390625,0,0,0,0,89467.75701904297,57660.584533691406,450.5845947265625,16802746368,2818572288,6988951552,0
216,1740577672702,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,4.1330108642578125,0,0,0,0,0,0,0,0,0,70.05413818359375,64.7733154296875,72.62214660644531,23.276443481445313,0,0,0,89469.6123046875,57661.38739013672,450.62579345703125,16802746368,2818572288,6990106624,0
199,1740577672920,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,7.122474670410156,0.8603744506835938,0.9214630126953125,0.8508987426757813,0.8982391357421875,0.8632888793945313,0.8660202026367188,0.949981689453125,0.993927001953125,0.8837814331054688,40.23849868774414,40.86985397338867,34.506988525390625,17.266586303710938,0.929534912109375,0.8359603881835938,0,89471.39501953125,57661.975524902344,450.70892333984375,16802746368,2818572288,6990123008,0
