Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740577080260,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,7.099052429199219,0.49803924560546875,73.46529388427734,1.0899658203125,1.3498687744140625,1.3267364501953125,1.3498687744140625,1.33172607421875,0.7887802124023438,0.5161819458007813,90.23704528808594,81.50054931640625,77.91677856445313,88.62409973144531,1.666015625,1.2704925537109375,0,85459.81634521484,56592.150817871094,378.281005859375,16802746368,2818572288,7109173248,0
177,1740577080282,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,0,0,21.881309509277344,11.948959350585938,0,0,0,0,0,0,82.50546264648438,60.02143478393555,54.01615905761719,57.506507873535156,0,0,0,85460.25463867188,56592.402099609375,378.281005859375,16802746368,2818572288,7114629120,0
199,1740577080461,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,8.794685363769531,2.27166748046875,4.398765563964844,5.897163391113281,2.4502334594726563,2.3597488403320313,2.3551101684570313,2.3529815673828125,2.2918014526367188,2.2110366821289063,26.77362060546875,29.973648071289063,64.84607696533203,48.45155715942383,2.2591705322265625,2.2293701171875,0,85462.00561523438,56593.184509277344,378.3245849609375,16802746368,2818572288,7126499328,0
200,1740577080661,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,6.696815490722656,0.801910400390625,5.2206268310546875,0.830718994140625,1.0322341918945313,1.041473388671875,1.03131103515625,0.9970169067382813,0.8911972045898438,0.84637451171875,48.58072280883789,34.798126220703125,67.37000274658203,65.90069580078125,0.9425430297851563,0.8784103393554688,0,85464.1103515625,56594.17443847656,378.364013671875,16802746368,2818572288,7136624640,0
203,1740577080861,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,5.6798248291015625,0,11.342658996582031,0,0,0,0,0,0,0,75.96781921386719,31.751251220703125,75.81448364257813,62.0008430480957,0,0,0,85466.37725830078,56595.28991699219,378.364013671875,16802746368,2818572288,7138844672,0
200,1740577081066,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,6.7869873046875,1.381011962890625,3.433380126953125,1.3949966430664063,1.5798797607421875,1.5024032592773438,1.5037384033203125,1.5677490234375,1.4983901977539063,1.3916549682617188,58.30824661254883,30.626502990722656,52.62453842163086,41.7543830871582,1.4742813110351563,1.3856353759765625,0,85468.39776611328,56596.151306152344,378.364013671875,16802746368,2818572288,7135277056,0
199,1740577081267,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,6.103660583496094,0.08370208740234375,12.439994812011719,0.15398406982421875,0.9620513916015625,0.9410629272460938,0.9293441772460938,3.5546722412109375,0.23572540283203125,0.1165618896484375,49.110904693603516,60.06544876098633,41.541175842285156,37.87895965576172,0.28176116943359375,0.16455078125,0,85470.51141357422,56597.131286621094,378.364013671875,16802746368,2818572288,7137624064,0
199,1740577081467,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,6.4152984619140625,0,0,0,0.19147491455078125,0.14572906494140625,0.1908721923828125,0.253662109375,0,0,29.15875244140625,0.18373870849609375,32.95812225341797,32.550086975097656,0,0,0,85471.95153808594,56597.48260498047,378.364013671875,16802746368,2818572288,7138041856,0
199,1740577081667,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,7.612274169921875,0.5818634033203125,0.923065185546875,0.8139801025390625,1.0746078491210938,1.0911102294921875,1.0847625732421875,1.10546875,0.7418594360351563,0.6445846557617188,36.100074768066406,0.7002029418945313,29.02850341796875,35.066978454589844,0.8812026977539063,0.8174819946289063,0,85473.41571044922,56597.87335205078,378.364013671875,16802746368,2818572288,7138586624,0
199,1740577081868,1520,1520,1520,1520,1466,1466,1466,1466,1520,1520,2400,2400,2400,1520,1520,1520,7.0470123291015625,0,0.004180908203125,0,0.01947021484375,0,0,0,0.006072998046875,0,38.0482063293457,0,35.292388916015625,38.038246154785156,0.02469635009765625,0,0,85474.88671875,56598.27423095703,378.36859130859375,16802746368,2818572288,7137181696,0
